GENE	gene	condition
OPA3	OPA3	Mitochondrial Complex IV Deficiency Nuclear Gene Panel
OPA3	OPA3	Progressive External Ophthalmoplegia (PEO)/Optic Atrophy Nuclear Gene Panel
OPHN1	OPHN1	Comprehensive Brain Malformations Panel
OPHN1	OPHN1	Pontocerebellar Hypoplasia Panel
OPTN	OPTN	OPTN Del/Dup
OPTN	OPTN	OPTN Gene Sequencing
OTC	OTC	OTC Del/Dup
OTC	OTC	OTC Gene Sequencing & Del/Dup (Females)
OTC	OTC	OTC Gene Sequencing (Males)
OTC	OTC	Hyperammonemia, Urea Cycle and Transporter Defects Sequencing Panel
OTC	OTC	Reflex Del/Dup Testing after Hyperammonemia Panel
OTX2	OTX2	OTX2 Del/Dup
OTX2	OTX2	OTX2 Gene Sequencing
OTX2	OTX2	Prenatal Anophthalmia/Microphthalmia Panel & Del/Dup
OTX2	OTX2	PBack To Top
PABPN1	PABPN1	PABPN1 Repeat Analysis
PAFAH1B1	PAFAH1B1	Cortical Brain Malformations Panel
PAFAH1B1	PAFAH1B1	Comprehensive Brain Malformations Panel
PAH	PAH	PAH Del/Dup
PAH	PAH	PAH Gene Sequencing
PALB2	PALB2	Pancreatic Cancer Panel
PALB2	PALB2	High/Moderate Risk Panel
PALB2	PALB2	Breast/Ovarian Cancer Panel
PALB2	PALB2	OncoGeneDx Custom Panel
PALB2	PALB2	Comprehensive Cancer Panel
PALB2	PALB2	Breast Cancer High Risk Panel and PALB2
PALB2	PALB2	Breast Cancer High/Moderate Risk Panel
PAX2	PAX2	PAX2 Del/Dup
PAX2	PAX2	PAX2 Gene Sequencing
PAX2	PAX2	PAX2 Tier 1
PAX2	PAX2	PAX2 Tier 2
PAX6	PAX6	PAX6 Del/Dup
PAX6	PAX6	PAX6 Gene Sequencing & Del/Dup Panel
PC	PC	Combined Mito Genome Plus Mito Nuclear Gene Panel
PC	PC	Comprehensive Mitochondrial Nuclear Gene Panel
PC	PC	PC Del/Dup
PC	PC	PC Gene Sequencing
PC	PC	Hyperammonemia, Urea Cycle and Transporter Defects Sequencing Panel
PC	PC	Reflex Del/Dup Testing after Hyperammonemia Panel
PC	PC	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
PC	PC	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
PCCA	PCCA	PCCA Del/Dup
PCCA	PCCA	PCCA Gene Sequencing
PCCA	PCCA	Hyperammonemia, Urea Cycle and Transporter Defects Sequencing Panel
PCCA	PCCA	Reflex Del/Dup Testing after Hyperammonemia Panel
PCCB	PCCB	PCCB Del/Dup
PCCB	PCCB	PCCB Gene Sequencing
PCCB	PCCB	Hyperammonemia, Urea Cycle and Transporter Defects Sequencing Panel
PCCB	PCCB	Reflex Del/Dup Testing after Hyperammonemia Panel
PCDH15	PCDH15	Usher Syndrome Del/Dup Panel
PCDH15	PCDH15	Usher Syndrome Panel
PCDH19	PCDH19	STAT Epilepsy Panel
PCDH19	PCDH19	Childhood-Onset Epilepsy Panel
PCDH19	PCDH19	Infantile Epilepsy Panel
PCDH19	PCDH19	Comprehensive Epilepsy Panel
PCNT	PCNT	Microcephaly Panel
PDCD10	PDCD10	PDCD10 Del/Dup
PDCD10	PDCD10	PDCD10 Gene Sequencing
PDCD10	PDCD10	Cerebral Cavernous Malformations (CCM) Panel
PDCD10	PDCD10	CCM Del/Dup Panel
PDCD10	PDCD10	CCM Tier 2
PDE6A	PDE6A	arRP Sequencing Panel
PDE6B	PDE6B	PDE6B Del/Dup
PDE6B	PDE6B	PDE6B Gene Sequencing
PDE6B	PDE6B	arRP Del/Dup Panel
PDE6B	PDE6B	arRP Sequencing Panel
PDHA1	PDHA1	Combined Mito Genome Plus Mito Nuclear Gene Panel
PDHA1	PDHA1	Comprehensive Mitochondrial Nuclear Gene Panel
PDHA1	PDHA1	PDHA1 Del/Dup (Females)
PDHA1	PDHA1	PDHA1 Gene Sequencing
PDHA1	PDHA1	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
PDHA1	PDHA1	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
PDHB	PDHB	Combined Mito Genome Plus Mito Nuclear Gene Panel
PDHB	PDHB	Comprehensive Mitochondrial Nuclear Gene Panel
PDHB	PDHB	PDHB Del/Dup
PDHB	PDHB	PDHB Gene Sequencing
PDHB	PDHB	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
PDHB	PDHB	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
PDHX	PDHX	Combined Mito Genome Plus Mito Nuclear Gene Panel
PDHX	PDHX	Comprehensive Mitochondrial Nuclear Gene Panel
PDHX	PDHX	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
PDHX	PDHX	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
PDK3	PDK3	Hereditary Neuropathy Panel
PDLIM3	PDLIM3	Comprehensive Cardiomyopathy Panel
PDP1	PDP1	Combined Mito Genome Plus Mito Nuclear Gene Panel
PDP1	PDP1	Comprehensive Mitochondrial Nuclear Gene Panel
PDP1	PDP1	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
PDP1	PDP1	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
PDSS1	PDSS1	Combined Mito Genome Plus Mito Nuclear Gene Panel
PDSS1	PDSS1	Comprehensive Mitochondrial Nuclear Gene Panel
PDSS1	PDSS1	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
PDSS1	PDSS1	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
PDSS1	PDSS1	CoEnzyme Q10 Deficiency Nuclear Gene Panel
PDSS2	PDSS2	Combined Mito Genome Plus Mito Nuclear Gene Panel
PDSS2	PDSS2	Comprehensive Mitochondrial Nuclear Gene Panel
PDSS2	PDSS2	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
PDSS2	PDSS2	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
PDSS2	PDSS2	CoEnzyme Q10 Deficiency Nuclear Gene Panel
PDX1	PDX1	MODY Sequencing Panel
PEPD	PEPD	PEPD Gene Sequencing
PEX7	PEX7	Congenital Ichthyosis XomeDxSlice
PHEX	PHEX	PHEX Del/Dup
PHEX	PHEX	PHEX Gene Sequencing & Del/Dup (Females)
PHEX	PHEX	PHEX Gene Sequencing (Males)
PHF6	PHF6	Syndromic Macrocephaly/Overgrowth Panel
PHYH	PHYH	Congenital Ichthyosis XomeDxSlice
PITX2	PITX2	PITX2 Del/Dup
PITX2	PITX2	PITX2 Gene Sequencing
PKP2	PKP2	Comprehensive Arrhythmia Panel
PKP2	PKP2	Comprehensive Cardiomyopathy Panel
PKP2	PKP2	ARVC Del/Dup Panel
PKP2	PKP2	ARVC Sequencing Panel
PLEC	PLEC1	PLEC1 Remaining Exons Sequencing
PLEC	PLEC1	PLEC1 Select Exons Sequencing
PLEC	PLEC1	Neuromuscular Disorders Panel
PLEKHG5	PLEKHG5	Hereditary Neuropathy Panel
PLEKHG5	PLEKHG5	Neuromuscular Disorders Panel
PLN	PLN	Cardiomyopathies Del/Dup Panel
PLN	PLN	DCM/LVNC Sequencing Panel
PLN	PLN	Comprehensive Cardiomyopathy Panel
PMP22	PMP22	Demyelinating CMT Panel
PMP22	PMP22	PMP22 Del/Dup
PMP22	PMP22	PMP22 Gene Sequencing
PMP22	PMP22	Core CMT Panel
PMP22	PMP22	Hereditary Neuropathy Panel
PMS2	PMS2	Endometrial Cancer Panel
PMS2	PMS2	Colorectal Cancer Panel
PMS2	PMS2	Pancreatic Cancer Panel
PMS2	PMS2	High/Moderate Risk Panel
PMS2	PMS2	Breast/Ovarian Cancer Panel
PMS2	PMS2	OncoGeneDx Custom Panel
PMS2	PMS2	Comprehensive Cancer Panel
PMS2	PMS2	Lynch/Colorectal High Risk Panel
PNKP	PNKP	Childhood-Onset Epilepsy Panel
PNKP	PNKP	Infantile Epilepsy Panel
PNKP	PNKP	Comprehensive Epilepsy Panel
PNP	PNP	B-positive SCID Panel
PNP	PNP	Comprehensive SCID Panel
PNPLA1	PNPLA1	Congenital Ichthyosis XomeDxSlice
PNPLA2	PNPLA2	Congenital Ichthyosis XomeDxSlice
PNPO	PNPO	STAT Epilepsy Panel
PNPO	PNPO	Infantile Epilepsy Panel
PNPO	PNPO	Comprehensive Epilepsy Panel
PNPT1	PNPT1	Combined Mito Genome Plus Mito Nuclear Gene Panel
PNPT1	PNPT1	Comprehensive Mitochondrial Nuclear Gene Panel
PNPT1	PNPT1	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
POLG	POLG	Methylglutaconic Aciduria Nuclear Gene Panel
POLG	POLG	Combined Mito Genome Plus Mito Nuclear Gene Panel
POLG	POLG	Comprehensive Mitochondrial Nuclear Gene Panel
POLG	POLG	MtDNA Depletion/Multiple Deletions Nuclear Gene Panel
POLG	POLG	Mitochondrial Complex IV Deficiency Nuclear Gene Panel
POLG	POLG	STAT Epilepsy Panel
POLG	POLG	POLG Del/Dup
POLG	POLG	POLG Gene Sequencing
POLG	POLG	Progressive External Ophthalmoplegia (PEO)/Optic Atrophy Nuclear Gene Panel
POLG	POLG	Mitochondrial Complex I Deficiency Nuclear Gene Panel
POLG	POLG	Childhood-Onset Epilepsy Panel
POLG	POLG	Infantile Epilepsy Panel
POLG	POLG	Comprehensive Epilepsy Panel
POLG	POLG	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
POLG2	POLG2	Combined Mito Genome Plus Mito Nuclear Gene Panel
POLG2	POLG2	Comprehensive Mitochondrial Nuclear Gene Panel
POLG2	POLG2	MtDNA Depletion/Multiple Deletions Nuclear Gene Panel
POLG2	POLG2	Progressive External Ophthalmoplegia (PEO)/Optic Atrophy Nuclear Gene Panel
POMGNT1	POMGNT1	Syndromic Congenital Muscular Dystrophy Panel
POMGNT1	POMGNT1	Limb-Girdle Muscular Dystrophy Panel
POMGNT1	POMGNT1	Cortical Brain Malformations Panel
POMGNT1	POMGNT1	Comprehensive Brain Malformations Panel
POMGNT1	POMGNT1	Neuromuscular Disorders Panel
POMP	POMP	Congenital Ichthyosis XomeDxSlice
POMT1	POMT1	Syndromic Congenital Muscular Dystrophy Panel
POMT1	POMT1	Limb-Girdle Muscular Dystrophy Panel
POMT1	POMT1	Cortical Brain Malformations Panel
POMT1	POMT1	Comprehensive Brain Malformations Panel
POMT1	POMT1	Neuromuscular Disorders Panel
POMT2	POMT2	Syndromic Congenital Muscular Dystrophy Panel
POMT2	POMT2	Limb-Girdle Muscular Dystrophy Panel
POMT2	POMT2	Cortical Brain Malformations Panel
POMT2	POMT2	Comprehensive Brain Malformations Panel
POMT2	POMT2	Neuromuscular Disorders Panel
POR	POR	Premature Ovarian Failure Sequencing Panel
POR	POR	POR Del/Dup
POR	POR	POR Gene Sequencing
POR	POR	Prenatal POR Gene Sequencing
PORCN	PORCN	PORCN Del/Dup
PORCN	PORCN	PORCN Gene Sequencing & Del/Dup
PPT1	PPT1	Progressive Myoclonic Epilepsy Panel
PPT1	PPT1	Childhood-Onset Epilepsy Panel
PPT1	PPT1	Infantile Epilepsy Panel
PPT1	PPT1	Comprehensive Epilepsy Panel
PQBP1	PQBP1	Cortical Brain Malformations Panel
PQBP1	PQBP1	Comprehensive Brain Malformations Panel
PRICKLE1	PRICKLE1	Progressive Myoclonic Epilepsy Panel
PRICKLE1	PRICKLE1	Childhood-Onset Epilepsy Panel
PRICKLE1	PRICKLE1	Comprehensive Epilepsy Panel
PRKAG2	PRKAG2	HCM Sequencing Panel
PRKAG2	PRKAG2	Cardiomyopathies Del/Dup Panel
PRKAG2	PRKAG2	Comprehensive Cardiomyopathy Panel
PRKAR1A	PRKAR1A	PRKAR1A Del/Dup
PRKAR1A	PRKAR1A	PRKAR1A Gene Sequencing
PRKAR1A	PRKAR1A	PRKAR1A Gene Sequencing & Del/Dup
PROK2	PROK2	Hypogonadotropic Hypogonadism Gene Sequencing and Del/Dup Panel
PROKR2	PROKR2	Hypogonadotropic Hypogonadism Gene Sequencing and Del/Dup Panel
PRPF3	PRPF3	PRPF3 Del/Dup
PRPF3	PRPF3	PRPF3 Gene Sequencing
PRPF31	PRPF31	adRP Tier 2
PRPF31	PRPF31	PRPF31 Del/Dup
PRPF8	PRPF8	PRPF8 Select Exons Sequencing
PRPF8DEL/DUP	PRPF8Del/Dup	adRP Tier 1
PRPS1	PRPS1	Demyelinating CMT Panel
PRPS1	PRPS1	Axonal CMT Panel
PRPS1	PRPS1	Hereditary Neuropathy Panel
PRRT2	PRRT2	PRRT2 Gene Sequencing
PRRT2	PRRT2	Infantile Epilepsy Panel
PRRT2	PRRT2	Comprehensive Epilepsy Panel
PRX	PRX	Demyelinating CMT Panel
PRX	PRX	Hereditary Neuropathy Panel
PSAP	PSAP	PSAP Del/Dup
PSAP	PSAP	PSAP Gene Sequencing
PSMC3IP	PSMC3IP	Premature Ovarian Failure Sequencing Panel
PSTPIP1	PSTPIP1	PSTPIP1 Remaining Exons Sequencing
PSTPIP1	PSTPIP1	PSTPIP1 Select Exons Sequencing
PSTPIP1	PSTPIP1	Periodic Fever Syndromes Panel (7 genes)
PTCH1	PTCH1	Syndromic Macrocephaly/Overgrowth Panel
PTCH1	PTCH1	PTCH1 Gene Sequencing & Del/Dup
PTEN	PTEN	Syndromic Macrocephaly/Overgrowth Panel
PTEN	PTEN	Endometrial Cancer Panel
PTEN	PTEN	Colorectal Cancer Panel
PTEN	PTEN	PTEN Del/Dup
PTEN	PTEN	PTEN Gene Sequencing and Del/Dup
PTEN	PTEN	PTEN Promoter Sequencing
PTEN	PTEN	PTEN Promoter Sequencing and Del/Dup
PTEN	PTEN	High/Moderate Risk Panel
PTEN	PTEN	Breast/Ovarian Cancer Panel
PTEN	PTEN	OncoGeneDx Custom Panel
PTEN	PTEN	Comprehensive Cancer Panel
PTEN	PTEN	Breast Cancer High Risk Panel
PTEN	PTEN	Breast Cancer High Risk Panel and PALB2
PTEN	PTEN	Breast Cancer High/Moderate Risk Panel
PTPN11	PTPN11	Prenatal Noonan Spectrum Disorders Panel
PTPN11	PTPN11	Noonan and RASopathies Panel
PTPN11	PTPN11	PTPN11 Del/Dup
PTPN11	PTPN11	PTPN11 Gene Sequencing
PTPN11	PTPN11	Comprehensive Cardiomyopathy Panel
PTPRC	PTPRC	B-positive SCID Panel
PTPRC	PTPRC	Comprehensive SCID Panel
PTS	PTS	PTS Del/Dup
PTS	PTS	PTS Gene Sequencing
PUS1	PUS1	Combined Mito Genome Plus Mito Nuclear Gene Panel
PUS1	PUS1	Comprehensive Mitochondrial Nuclear Gene Panel
PUS1	PUS1	PUS1 Del/Dup
PUS1	PUS1	PUS1 Gene Sequencing
PUS1	PUS1	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
PYGM	PYGM	PYGM Del/Dup
PYGM	PYGM	PYGM Gene Sequencing
PYGM	PYGM	QBack To Top
QDPR	QDPR	QDPR Del/Dup
QDPR	QDPR	QDPR Gene Sequencing
QDPR	QDPR	RBack To Top
RAB18	RAB18	Microcephaly Panel
RAB3GAP1	RAB3GAP1	Microcephaly Panel
RAB3GAP2	RAB3GAP2	Microcephaly Panel
RAB7A	RAB7A	Axonal CMT Panel
RAB7A	RAB7A	Hereditary Neuropathy Panel
RAC2	RAC2	Comprehensive SCID Panel
RAC2	RAC2	B-negative SCID Panel
RAD51C	RAD51C	Breast/Ovarian Cancer Panel
RAD51C	RAD51C	OncoGeneDx Custom Panel
RAD51C	RAD51C	Comprehensive Cancer Panel
RAD51D	RAD51D	Breast/Ovarian Cancer Panel
RAD51D	RAD51D	OncoGeneDx Custom Panel
RAD51D	RAD51D	Comprehensive Cancer Panel
RAF1	RAF1	Prenatal Noonan Spectrum Disorders Panel
RAF1	RAF1	Noonan and RASopathies Panel
RAF1	RAF1	RAF1 Del/Dup
RAF1	RAF1	Comprehensive Cardiomyopathy Panel
RAG1	RAG1	Comprehensive SCID Panel
RAG1	RAG1	RAG1 Del/Dup
RAG1	RAG1	RAG1/RAG2 Gene Sequencing
RAG1	RAG1	B-negative SCID Panel
RAG2	RAG2	Comprehensive SCID Panel
RAG2	RAG2	RAG2 Del/Dup
RAG2	RAG2	RAG1/RAG2 Gene Sequencing
RAG2	RAG2	B-negative SCID Panel
RAI1	RAI1	RAI1 Del/Dup
RAI1	RAI1	RAI1 Gene Sequencing & Del/Dup
RANGRF	RANGRF	Comprehensive Arrhythmia Panel
RARS2	RARS2	Combined Mito Genome Plus Mito Nuclear Gene Panel
RARS2	RARS2	Comprehensive Mitochondrial Nuclear Gene Panel
RARS2	RARS2	Comprehensive Brain Malformations Panel
RARS2	RARS2	Pontocerebellar Hypoplasia Panel
RARS2	RARS2	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
RASA1	RASA1	Hereditary Hemorrhagic Telangiectasia Panel
RAX	RAX	RAX Gene Sequencing
RBBP8	RBBP8	Microcephaly Panel
RBM20	RBM20	DCM/LVNC Sequencing Panel
RBM20	RBM20	Comprehensive Cardiomyopathy Panel
RDH5	RDH5	RDH5 Del/Dup
RDH5	RDH5	RDH5 Gene Sequencing
RDH5	RDH5	RDS (PRPH2)
RDH5	RDH5	RDS (PRPH2) Del/Dup
RDH5	RDH5	RDS (PRPH2) Gene Sequencing
RDH5	RDH5	Cone-Rod Dystrophy Sequencing Panel
RDH5	RDH5	Stargardt Sequencing Panel
RDH5	RDH5	Stargardt Del/Dup Panel
RDH5	RDH5	adRP Tier 1
RDH5	RDH5	REEP1 (C2ORF23)
RDH5	RDH5	Combined Mito Genome Plus Mito Nuclear Gene Panel
RDH5	RDH5	Comprehensive Mitochondrial Nuclear Gene Panel
RDH5	RDH5	Hereditary Neuropathy Panel
RELN	RELN	Cortical Brain Malformations Panel
RELN	RELN	Comprehensive Brain Malformations Panel
RET	RET	RET Del/Dup
RET	RET	RET Gene Sequencing
RET	RET	RET Remaining Exons Sequencing (HSCR)
RET	RET	RET Remaining Exons Sequencing (MEN2A & MEN2B)
RET	RET	RET Remaining Exons Sequencing (MEN2A)
RET	RET	RET Remaining Exons Sequencing (MEN2B)
RET	RET	RET Select Exons Sequencing (HSCR)
RET	RET	RET Select Exons Sequencing (MEN2A)
RET	RET	RET Select Exons Sequencing (MEN2B)
RHO	RHO	RHO Del/Dup
RHO	RHO	RHO Gene Sequencing
RHO	RHO	adRP Tier 1
RIT1	RIT1	Prenatal Noonan Spectrum Disorders Panel
RIT1	RIT1	Noonan and RASopathies Panel
RIT1	RIT1	RIT1 Gene Sequencing
RLBP1	RLBP1	RLBP1 (BRD) Hot Spots
RLBP1	RLBP1	RLBP1 (NFRCD) Hot Spots
RLBP1	RLBP1	RLBP1 Del/Dup
RLBP1	RLBP1	RLBP1 Gene Sequencing
RMND1	RMND1	Combined Mito Genome Plus Mito Nuclear Gene Panel
RMND1	RMND1	Comprehensive Mitochondrial Nuclear Gene Panel
RMND1	RMND1	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
RMND1	RMND1	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
RMRP	RMRP	B-positive SCID Panel
RMRP	RMRP	Comprehensive SCID Panel
RMRP	RMRP	RMRP Del/Dup
RMRP	RMRP	RMRP Gene Sequencing
RNASEH2A	RNASEH2A	AGS Tier 2
RNASEH2A	RNASEH2A	AGS Panel
RNASEH2B	RNASEH2B	AGS Tier 1
RNASEH2B	RNASEH2B	AGS Tier 2
RNASEH2B	RNASEH2B	AGS Panel
RNASEH2C	RNASEH2C	RNASEH2C Hot Spots (Pakistani)
RNASEH2C	RNASEH2C	AGS Tier 2
RNASEH2C	RNASEH2C	AGS Panel
RP1	RP1	RP1 Del/Dup
RP1	RP1	RP1 Hot Spots
RP1	RP1	adRP Tier 1
RP2	RP2	RP2 Del/Dup (Females)
RP2	RP2	RP2 Gene Sequencing
RPE65	RPE65	LCA Tier 3
RPE65	RPE65	RPE65 Del/Dup
RPE65	RPE65	RPE65 Gene Sequencing
RPE65	RPE65	arRP Del/Dup Panel
RPE65	RPE65	arRP Sequencing Panel
RPGRIP1	RPGRIP1	LCA Tier 6
RPGRIP1L	RPGRIP1L	Joubert Syndrome and Related Disorders Panel
RPGRIP1L	RPGRIP1L	Comprehensive Brain Malformations Panel
RPL11	RPL11	RPL11 Gene Sequencing
RPL5	RPL5	RPL5 Gene Sequencing
RPS19	RPS19	RPS19 Del/Dup
RPS19	RPS19	RPS19 Gene Sequencing
RRM2B	RRM2B	Combined Mito Genome Plus Mito Nuclear Gene Panel
RRM2B	RRM2B	Comprehensive Mitochondrial Nuclear Gene Panel
RRM2B	RRM2B	MtDNA Depletion/Multiple Deletions Nuclear Gene Panel
RRM2B	RRM2B	Mitochondrial Complex IV Deficiency Nuclear Gene Panel
RRM2B	RRM2B	Progressive External Ophthalmoplegia (PEO)/Optic Atrophy Nuclear Gene Panel
RRM2B	RRM2B	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
RPS6KA3	RSK2	RSK2 (RPS6KA3) Gene Sequencing
RPS6KA3	RSK2	RSK2 (RPS6KA3) Gene Sequencing & Del/Dup
RPS6KA3	RSK2	RSK2 (RPS6KA3) Remaining Exons Sequencing
RPS6KA3	RSK2	RSK2 (RPS6KA3) Select Exons Sequencing
RPS6KA3	RSK2	RSK2 (RPS6KA3)
RPS6KA3	RSK2	RSK2 (RPS6KA3) Del/Dup
RYR1	RYR1	Congenital Myopathies & Muscular Dystrophies Panel
RYR1	RYR1	Neuromuscular Disorders Panel
RYR2	RYR2	Sudden Cardiac Arrest Arrhythmia Sequencing Panel
RYR2	RYR2	Comprehensive Arrhythmia Panel
RYR2	RYR2	CPVT Sequencing Panel
RYR2	RYR2	Comprehensive Cardiomyopathy Panel
RYR2	RYR2	ARVC Del/Dup Panel
RYR2	RYR2	ARVC Sequencing Panel
RYR2	RYR2	Other Arrhythmic Disorders Del/Dup Panel
RYR2	RYR2	SBack To Top
SAG	SAG	SAG c.926delA Mutation
SAG	SAG	SAG Remaining Exon Sequencing
SALL1	SALL1	Prenatal SALL1 Gene Sequencing
SALL1	SALL1	SALL1 Del/Dup
SALL1	SALL1	SALL1 Gene Sequencing
SALL4	SALL4	Prenatal SALL4 Gene Sequencing
SALL4	SALL4	SALL4 Del/Dup
SALL4	SALL4	SALL4 Gene Sequencing & Del/Dup
SARS2	SARS2	Combined Mito Genome Plus Mito Nuclear Gene Panel
SARS2	SARS2	Comprehensive Mitochondrial Nuclear Gene Panel
SBDS	SBDS	SBDS Gene Sequencing
SBF2	SBF2	Demyelinating CMT Panel
SBF2	SBF2	Hereditary Neuropathy Panel
SCARB2	SCARB2	Progressive Myoclonic Epilepsy Panel
SCARB2	SCARB2	Comprehensive Epilepsy Panel
SCN1A	SCN1A	STAT Epilepsy Panel
SCN1A	SCN1A	Childhood-Onset Epilepsy Panel
SCN1A	SCN1A	Infantile Epilepsy Panel
SCN1A	SCN1A	Comprehensive Epilepsy Panel
SCN1B	SCN1B	STAT Epilepsy Panel
SCN1B	SCN1B	Comprehensive Arrhythmia Panel
SCN1B	SCN1B	Childhood-Onset Epilepsy Panel
SCN1B	SCN1B	Infantile Epilepsy Panel
SCN1B	SCN1B	Comprehensive Epilepsy Panel
SCN1B	SCN1B	BrS Sequencing Panel
SCN1B	SCN1B	Other Arrhythmic Disorders Del/Dup Panel
SCN2A	SCN2A	STAT Epilepsy Panel
SCN2A	SCN2A	Childhood-Onset Epilepsy Panel
SCN2A	SCN2A	Infantile Epilepsy Panel
SCN2A	SCN2A	Comprehensive Epilepsy Panel
SCN3B	SCN3B	Comprehensive Arrhythmia Panel
SCN3B	SCN3B	BrS Sequencing Panel
SCN4A	SCN4A	Neuromuscular Disorders Panel
SCN4B	SCN4B	LQTS Del/Dup Panel
SCN4B	SCN4B	LQTS Sequencing Panel
SCN4B	SCN4B	LQTS Gene Sequencing & Del/Dup Panel
SCN4B	SCN4B	Comprehensive Arrhythmia Panel
SCN5A	SCN5A	Sudden Cardiac Arrest Arrhythmia Sequencing Panel
SCN5A	SCN5A	LQTS Del/Dup Panel
SCN5A	SCN5A	LQTS Sequencing Panel
SCN5A	SCN5A	LQTS Gene Sequencing & Del/Dup Panel
SCN5A	SCN5A	Comprehensive Arrhythmia Panel
SCN5A	SCN5A	DCM/LVNC Sequencing Panel
SCN5A	SCN5A	Comprehensive Cardiomyopathy Panel
SCN5A	SCN5A	BrS Sequencing Panel
SCN5A	SCN5A	Other Arrhythmic Disorders Del/Dup Panel
SCN8A	SCN8A	STAT Epilepsy Panel
SCN8A	SCN8A	Infantile Epilepsy Panel
SCN8A	SCN8A	Comprehensive Epilepsy Panel
SCN9A	SCN9A	SCN9A Gene Sequencing
SCN9A	SCN9A	Hereditary Neuropathy Panel
SCO1	SCO1	Combined Mito Genome Plus Mito Nuclear Gene Panel
SCO1	SCO1	Comprehensive Mitochondrial Nuclear Gene Panel
SCO1	SCO1	Mitochondrial Complex IV Deficiency Nuclear Gene Panel
SCO1	SCO1	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
SCO2	SCO2	Combined Mito Genome Plus Mito Nuclear Gene Panel
SCO2	SCO2	Comprehensive Mitochondrial Nuclear Gene Panel
SCO2	SCO2	Mitochondrial Complex IV Deficiency Nuclear Gene Panel
SCO2	SCO2	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
SCO2	SCO2	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
SDHA	SDHA	SDHA Gene Sequencing
SDHAF1	SDHAF1	Combined Mito Genome Plus Mito Nuclear Gene Panel
SDHAF1	SDHAF1	Comprehensive Mitochondrial Nuclear Gene Panel
SDHAF1	SDHAF1	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
SDHAF2	SDHAF2	SDHAF2 (G78R) Mutation Analysis
SDHB	SDHB	SDHB Gene Sequencing
SDHB	SDHB	SDHB, SDHC & SDHD Del/Dup
SDHC	SDHC	SDHC Gene Sequencing
SDHC	SDHC	SDHB, SDHC & SDHD Del/Dup
SDHD	SDHD	SDHD Gene Sequencing
SDHD	SDHD	SDHB, SDHC & SDHD Del/Dup
SEPN1	SEPN1	Congenital Myopathies & Muscular Dystrophies Panel
SEPN1	SEPN1	Neuromuscular Disorders Panel
SERAC1	SERAC1	Methylglutaconic Aciduria Nuclear Gene Panel
SERAC1	SERAC1	Combined Mito Genome Plus Mito Nuclear Gene Panel
SERAC1	SERAC1	Comprehensive Mitochondrial Nuclear Gene Panel
SERAC1	SERAC1	Lactic Acidosis/Pyruvate Metabolism Nuclear Gene Panel
SERAC1	SERAC1	Mitochondrial Encephalopathy/ Leigh Syndrome Nuclear Gene Panel
SERAC1	SERAC1	SERPING1 (C1INH)
SERAC1	SERAC1	SERPING1 (C1INH) Del/Dup
SERAC1	SERAC1	SERPING1 (C1INH) Gene Sequencing & Del/Dup
SGCA	SGCA	Limb-Girdle Muscular Dystrophy Panel
SGCA	SGCA	Neuromuscular Disorders Panel
SGCB	SGCB	Limb-Girdle Muscular Dystrophy Panel
SGCB	SGCB	Neuromuscular Disorders Panel
SGCD	SGCD	Cardiomyopathies Del/Dup Panel
SGCD	SGCD	Limb-Girdle Muscular Dystrophy Panel
SGCD	SGCD	DCM/LVNC Sequencing Panel
SGCD	SGCD	Neuromuscular Disorders Panel
SGCD	SGCD	Comprehensive Cardiomyopathy Panel
SGCG	SGCG	Limb-Girdle Muscular Dystrophy Panel
SGCG	SGCG	Neuromuscular Disorders Panel
SGSH	SGSH	SGSH Del/Dup
SGSH	SGSH	SGSH Gene Sequencing
